Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date,Quarter,Month,Year
TOASTBU,SFPGE,GLC-TE,Q3 FY2015,APR FY2015,62,01-04-2015,3,4,2015
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q3 FY2015,APR FY2015,674,01-04-2015,3,4,2015
UCEBU,PHONVOC,CP-7821-K9,Q3 FY2015,APR FY2015,146392,01-04-2015,3,4,2015
UCEBU,PHONVOC,CP-7841-K9,Q3 FY2015,APR FY2015,100167,01-04-2015,3,4,2015
UCEBU,PHONVOC,CP-8811-K9,Q3 FY2015,APR FY2015,16291,01-04-2015,3,4,2015
UCEBU,PHONVOC,CP-8841-K9,Q3 FY2015,APR FY2015,58326,01-04-2015,3,4,2015
UCEBU,PHONVOC,CP-8851-K9,Q3 FY2015,APR FY2015,58865,01-04-2015,3,4,2015
UCEBU,PHONVOC,CP-8861-K9,Q3 FY2015,APR FY2015,5864,01-04-2015,3,4,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2015,MAY FY2015,1034,01-05-2015,4,5,2015
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2015,MAY FY2015,9,01-05-2015,4,5,2015
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2015,MAY FY2015,12,01-05-2015,4,5,2015
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2015,MAY FY2015,3,01-05-2015,4,5,2015
QKBU,N9500,N9K-C9508,Q4 FY2015,MAY FY2015,114,01-05-2015,4,5,2015
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2015,MAY FY2015,1,01-05-2015,4,5,2015
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2015,MAY FY2015,2,01-05-2015,4,5,2015
OTBU,15454W,NCS2015-SA-DC,Q4 FY2015,MAY FY2015,2,01-05-2015,4,5,2015
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2015,MAY FY2015,59,01-05-2015,4,5,2015
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2015,MAY FY2015,158,01-05-2015,4,5,2015
SRSBU,4300ISR,ISR4321/K9,Q4 FY2015,MAY FY2015,1193,01-05-2015,4,5,2015
SRSBU,4300ISR,ISR4331/K9,Q4 FY2015,MAY FY2015,2893,01-05-2015,4,5,2015
SRSBU,4300ISR,ISR4351/K9,Q4 FY2015,MAY FY2015,1087,01-05-2015,4,5,2015
SRSBU,ISR1121,ISR4431/K9,Q4 FY2015,MAY FY2015,889,01-05-2015,4,5,2015
SRSBU,ISR1121,ISR4451-X/K9,Q4 FY2015,MAY FY2015,1516,01-05-2015,4,5,2015
SRSBU,A9K1000,A9K1000-ESP100,Q4 FY2015,MAY FY2015,81,01-05-2015,4,5,2015
SRSBU,A9K1000,A9K1001-X,Q4 FY2015,MAY FY2015,1025,01-05-2015,4,5,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q4 FY2015,MAY FY2015,1466,01-05-2015,4,5,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q4 FY2015,MAY FY2015,19302,01-05-2015,4,5,2015
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2015,MAY FY2015,22153,01-05-2015,4,5,2015
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2015,MAY FY2015,2908,01-05-2015,4,5,2015
TOASTBU,SFPGE,GLC-TE,Q4 FY2015,MAY FY2015,4,01-05-2015,4,5,2015
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2015,MAY FY2015,668,01-05-2015,4,5,2015
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2015,MAY FY2015,63871,01-05-2015,4,5,2015
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2015,MAY FY2015,54544,01-05-2015,4,5,2015
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2015,MAY FY2015,13550,01-05-2015,4,5,2015
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2015,MAY FY2015,33832,01-05-2015,4,5,2015
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2015,MAY FY2015,44810,01-05-2015,4,5,2015
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2015,MAY FY2015,5256,01-05-2015,4,5,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2015,JUN FY2015,1395,01-06-2015,4,6,2015
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2015,JUN FY2015,20,01-06-2015,4,6,2015
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2015,JUN FY2015,29,01-06-2015,4,6,2015
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2015,JUN FY2015,222,01-06-2015,4,6,2015
QKBU,N9500,N9K-C9508,Q4 FY2015,JUN FY2015,188,01-06-2015,4,6,2015
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2015,JUN FY2015,7,01-06-2015,4,6,2015
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2015,JUN FY2015,38,01-06-2015,4,6,2015
OTBU,15454W,NCS2015-SA-DC,Q4 FY2015,JUN FY2015,39,01-06-2015,4,6,2015
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2015,JUN FY2015,62,01-06-2015,4,6,2015
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2015,JUN FY2015,333,01-06-2015,4,6,2015
SRSBU,4300ISR,ISR4321/K9,Q4 FY2015,JUN FY2015,1156,01-06-2015,4,6,2015
SRSBU,4300ISR,ISR4331/K9,Q4 FY2015,JUN FY2015,5781,01-06-2015,4,6,2015
SRSBU,4300ISR,ISR4351/K9,Q4 FY2015,JUN FY2015,717,01-06-2015,4,6,2015
SRSBU,ISR1121,ISR4431/K9,Q4 FY2015,JUN FY2015,1105,01-06-2015,4,6,2015
SRSBU,ISR1121,ISR4451-X/K9,Q4 FY2015,JUN FY2015,404,01-06-2015,4,6,2015
SRSBU,A9K1000,A9K1000-ESP100,Q4 FY2015,JUN FY2015,54,01-06-2015,4,6,2015
SRSBU,A9K1000,A9K1001-X,Q4 FY2015,JUN FY2015,1298,01-06-2015,4,6,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q4 FY2015,JUN FY2015,2139,01-06-2015,4,6,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q4 FY2015,JUN FY2015,24386,01-06-2015,4,6,2015
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2015,JUN FY2015,28926,01-06-2015,4,6,2015
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2015,JUN FY2015,5480,01-06-2015,4,6,2015
TOASTBU,SFPGE,GLC-TE,Q4 FY2015,JUN FY2015,96,01-06-2015,4,6,2015
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2015,JUN FY2015,1453,01-06-2015,4,6,2015
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2015,JUN FY2015,150230,01-06-2015,4,6,2015
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2015,JUN FY2015,105985,01-06-2015,4,6,2015
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2015,JUN FY2015,27673,01-06-2015,4,6,2015
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2015,JUN FY2015,51735,01-06-2015,4,6,2015
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2015,JUN FY2015,48592,01-06-2015,4,6,2015
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2015,JUN FY2015,22158,01-06-2015,4,6,2015
CSWBU,CBR8,CBR-D121-DS-MOD,Q4 FY2015,JUL FY2015,2092,01-07-2015,4,7,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2015,JUL FY2015,3819,01-07-2015,4,7,2015
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2015,JUL FY2015,22,01-07-2015,4,7,2015
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2015,JUL FY2015,61,01-07-2015,4,7,2015
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2015,JUL FY2015,26,01-07-2015,4,7,2015
QKBU,N9500,N9K-C9508,Q4 FY2015,JUL FY2015,327,01-07-2015,4,7,2015
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2015,JUL FY2015,99,01-07-2015,4,7,2015
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2015,JUL FY2015,130,01-07-2015,4,7,2015
OTBU,15454W,NCS2015-SA-DC,Q4 FY2015,JUL FY2015,55,01-07-2015,4,7,2015
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2015,JUL FY2015,14,01-07-2015,4,7,2015
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2015,JUL FY2015,330,01-07-2015,4,7,2015
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2015,JUL FY2015,601,01-07-2015,4,7,2015
SRSBU,4300ISR,ISR4321/K9,Q4 FY2015,JUL FY2015,4743,01-07-2015,4,7,2015
SRSBU,4300ISR,ISR4331/K9,Q4 FY2015,JUL FY2015,7933,01-07-2015,4,7,2015
SRSBU,4300ISR,ISR4351/K9,Q4 FY2015,JUL FY2015,999,01-07-2015,4,7,2015
SRSBU,ISR1121,ISR4431/K9,Q4 FY2015,JUL FY2015,2723,01-07-2015,4,7,2015
SRSBU,ISR1121,ISR4451-X/K9,Q4 FY2015,JUL FY2015,2053,01-07-2015,4,7,2015
SRSBU,A9K1000,A9K1000-ESP100,Q4 FY2015,JUL FY2015,222,01-07-2015,4,7,2015
SRSBU,A9K1000,A9K1001-X,Q4 FY2015,JUL FY2015,2343,01-07-2015,4,7,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q4 FY2015,JUL FY2015,1684,01-07-2015,4,7,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q4 FY2015,JUL FY2015,51522,01-07-2015,4,7,2015
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2015,JUL FY2015,53909,01-07-2015,4,7,2015
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2015,JUL FY2015,12665,01-07-2015,4,7,2015
TOASTBU,SFPGE,GLC-TE,Q4 FY2015,JUL FY2015,96,01-07-2015,4,7,2015
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2015,JUL FY2015,4869,01-07-2015,4,7,2015
UCEBU,PHONVID,CP-8845-K9,Q4 FY2015,JUL FY2015,19030,01-07-2015,4,7,2015
UCEBU,PHONVID,CP-8865-K9,Q4 FY2015,JUL FY2015,1505,01-07-2015,4,7,2015
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2015,JUL FY2015,194173,01-07-2015,4,7,2015
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2015,JUL FY2015,174909,01-07-2015,4,7,2015
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2015,JUL FY2015,62543,01-07-2015,4,7,2015
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2015,JUL FY2015,109926,01-07-2015,4,7,2015
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2015,JUL FY2015,97853,01-07-2015,4,7,2015
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2015,JUL FY2015,26077,01-07-2015,4,7,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2015,AUG FY2015,491,01-08-2015,1,8,2015
QKBU,N9500,N9K-C9508,Q1 FY2015,AUG FY2015,44,01-08-2015,1,8,2015
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2015,AUG FY2015,0,01-08-2015,1,8,2015
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2015,AUG FY2015,91,01-08-2015,1,8,2015
SRSBU,4300ISR,ISR4321/K9,Q1 FY2015,AUG FY2015,4,01-08-2015,1,8,2015
SRSBU,4300ISR,ISR4331/K9,Q1 FY2015,AUG FY2015,3,01-08-2015,1,8,2015
SRSBU,4300ISR,ISR4351/K9,Q1 FY2015,AUG FY2015,1,01-08-2015,1,8,2015
SRSBU,ISR1121,ISR4431/K9,Q1 FY2015,AUG FY2015,11,01-08-2015,1,8,2015
SRSBU,ISR1121,ISR4451-X/K9,Q1 FY2015,AUG FY2015,409,01-08-2015,1,8,2015
SRSBU,A9K1000,A9K1000-ESP100,Q1 FY2015,AUG FY2015,38,01-08-2015,1,8,2015
SRSBU,A9K1000,A9K1001-X,Q1 FY2015,AUG FY2015,292,01-08-2015,1,8,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q1 FY2015,AUG FY2015,84,01-08-2015,1,8,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q1 FY2015,AUG FY2015,7181,01-08-2015,1,8,2015
TOASTBU,SFP10G,SFP-10G-LR,Q1 FY2015,AUG FY2015,18080,01-08-2015,1,8,2015
UCEBU,PHONVOC,CP-7821-K9,Q1 FY2015,AUG FY2015,39428,01-08-2015,1,8,2015
UCEBU,PHONVOC,CP-7841-K9,Q1 FY2015,AUG FY2015,20403,01-08-2015,1,8,2015
UCEBU,PHONVOC,CP-8811-K9,Q1 FY2015,AUG FY2015,1,01-08-2015,1,8,2015
UCEBU,PHONVOC,CP-8841-K9,Q1 FY2015,AUG FY2015,7251,01-08-2015,1,8,2015
UCEBU,PHONVOC,CP-8851-K9,Q1 FY2015,AUG FY2015,5908,01-08-2015,1,8,2015
UCEBU,PHONVOC,CP-8861-K9,Q1 FY2015,AUG FY2015,2079,01-08-2015,1,8,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2015,SEP FY2015,544,01-09-2015,1,9,2015
QKBU,N9500,N9K-C9508,Q1 FY2015,SEP FY2015,51,01-09-2015,1,9,2015
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2015,SEP FY2015,0,01-09-2015,1,9,2015
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2015,SEP FY2015,118,01-09-2015,1,9,2015
SRSBU,4300ISR,ISR4321/K9,Q1 FY2015,SEP FY2015,36,01-09-2015,1,9,2015
SRSBU,4300ISR,ISR4331/K9,Q1 FY2015,SEP FY2015,35,01-09-2015,1,9,2015
SRSBU,4300ISR,ISR4351/K9,Q1 FY2015,SEP FY2015,18,01-09-2015,1,9,2015
SRSBU,ISR1121,ISR4431/K9,Q1 FY2015,SEP FY2015,7,01-09-2015,1,9,2015
SRSBU,ISR1121,ISR4451-X/K9,Q1 FY2015,SEP FY2015,388,01-09-2015,1,9,2015
SRSBU,A9K1000,A9K1000-ESP100,Q1 FY2015,SEP FY2015,69,01-09-2015,1,9,2015
SRSBU,A9K1000,A9K1001-X,Q1 FY2015,SEP FY2015,478,01-09-2015,1,9,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q1 FY2015,SEP FY2015,315,01-09-2015,1,9,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q1 FY2015,SEP FY2015,8418,01-09-2015,1,9,2015
TOASTBU,SFP10G,SFP-10G-LR,Q1 FY2015,SEP FY2015,26489,01-09-2015,1,9,2015
UCEBU,PHONVOC,CP-7821-K9,Q1 FY2015,SEP FY2015,67344,01-09-2015,1,9,2015
UCEBU,PHONVOC,CP-7841-K9,Q1 FY2015,SEP FY2015,69525,01-09-2015,1,9,2015
UCEBU,PHONVOC,CP-8811-K9,Q1 FY2015,SEP FY2015,4061,01-09-2015,1,9,2015
UCEBU,PHONVOC,CP-8841-K9,Q1 FY2015,SEP FY2015,8927,01-09-2015,1,9,2015
UCEBU,PHONVOC,CP-8851-K9,Q1 FY2015,SEP FY2015,6358,01-09-2015,1,9,2015
UCEBU,PHONVOC,CP-8861-K9,Q1 FY2015,SEP FY2015,242,01-09-2015,1,9,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q1 FY2015,OCT FY2015,1182,01-10-2015,1,10,2015
QKBU,N9500,N9K-C9508,Q1 FY2015,OCT FY2015,158,01-10-2015,1,10,2015
BATBU,A9K920,A9K-920-4SZ-D,Q1 FY2015,OCT FY2015,4,01-10-2015,1,10,2015
BATBU,A9K920,A9K-920-12CZ-A,Q1 FY2015,OCT FY2015,159,01-10-2015,1,10,2015
SRSBU,4300ISR,ISR4321/K9,Q1 FY2015,OCT FY2015,102,01-10-2015,1,10,2015
SRSBU,4300ISR,ISR4331/K9,Q1 FY2015,OCT FY2015,638,01-10-2015,1,10,2015
SRSBU,4300ISR,ISR4351/K9,Q1 FY2015,OCT FY2015,186,01-10-2015,1,10,2015
SRSBU,ISR1121,ISR4431/K9,Q1 FY2015,OCT FY2015,197,01-10-2015,1,10,2015
SRSBU,ISR1121,ISR4451-X/K9,Q1 FY2015,OCT FY2015,2239,01-10-2015,1,10,2015
SRSBU,A9K1000,A9K1000-ESP100,Q1 FY2015,OCT FY2015,231,01-10-2015,1,10,2015
SRSBU,A9K1000,A9K1001-X,Q1 FY2015,OCT FY2015,1126,01-10-2015,1,10,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q1 FY2015,OCT FY2015,584,01-10-2015,1,10,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q1 FY2015,OCT FY2015,20255,01-10-2015,1,10,2015
TOASTBU,SFP10G,SFP-10G-LR,Q1 FY2015,OCT FY2015,50120,01-10-2015,1,10,2015
UCEBU,PHONVOC,CP-7821-K9,Q1 FY2015,OCT FY2015,154967,01-10-2015,1,10,2015
UCEBU,PHONVOC,CP-7841-K9,Q1 FY2015,OCT FY2015,75220,01-10-2015,1,10,2015
UCEBU,PHONVOC,CP-8811-K9,Q1 FY2015,OCT FY2015,2180,01-10-2015,1,10,2015
UCEBU,PHONVOC,CP-8841-K9,Q1 FY2015,OCT FY2015,23728,01-10-2015,1,10,2015
UCEBU,PHONVOC,CP-8851-K9,Q1 FY2015,OCT FY2015,12920,01-10-2015,1,10,2015
UCEBU,PHONVOC,CP-8861-K9,Q1 FY2015,OCT FY2015,2330,01-10-2015,1,10,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2015,NOV FY2015,811,01-11-2015,2,11,2015
QKBU,N9500,N9K-C9508,Q2 FY2015,NOV FY2015,84,01-11-2015,2,11,2015
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2015,NOV FY2015,5,01-11-2015,2,11,2015
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2015,NOV FY2015,121,01-11-2015,2,11,2015
SRSBU,4300ISR,ISR4321/K9,Q2 FY2015,NOV FY2015,893,01-11-2015,2,11,2015
SRSBU,4300ISR,ISR4331/K9,Q2 FY2015,NOV FY2015,897,01-11-2015,2,11,2015
SRSBU,4300ISR,ISR4351/K9,Q2 FY2015,NOV FY2015,160,01-11-2015,2,11,2015
SRSBU,ISR1121,ISR4431/K9,Q2 FY2015,NOV FY2015,147,01-11-2015,2,11,2015
SRSBU,ISR1121,ISR4451-X/K9,Q2 FY2015,NOV FY2015,24,01-11-2015,2,11,2015
SRSBU,A9K1000,A9K1000-ESP100,Q2 FY2015,NOV FY2015,115,01-11-2015,2,11,2015
SRSBU,A9K1000,A9K1001-X,Q2 FY2015,NOV FY2015,728,01-11-2015,2,11,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2015,NOV FY2015,257,01-11-2015,2,11,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2015,NOV FY2015,9350,01-11-2015,2,11,2015
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2015,NOV FY2015,27076,01-11-2015,2,11,2015
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2015,NOV FY2015,69973,01-11-2015,2,11,2015
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2015,NOV FY2015,52426,01-11-2015,2,11,2015
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2015,NOV FY2015,8963,01-11-2015,2,11,2015
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2015,NOV FY2015,15366,01-11-2015,2,11,2015
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2015,NOV FY2015,11452,01-11-2015,2,11,2015
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2015,NOV FY2015,2811,01-11-2015,2,11,2015
CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2015,DEC FY2015,1291,01-12-2015,2,12,2015
QKBU,N9500,N9K-C9508,Q2 FY2015,DEC FY2015,133,01-12-2015,2,12,2015
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2015,DEC FY2015,450,01-12-2015,2,12,2015
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2015,DEC FY2015,63,01-12-2015,2,12,2015
SRSBU,4300ISR,ISR4321/K9,Q2 FY2015,DEC FY2015,599,01-12-2015,2,12,2015
SRSBU,4300ISR,ISR4331/K9,Q2 FY2015,DEC FY2015,1741,01-12-2015,2,12,2015
SRSBU,4300ISR,ISR4351/K9,Q2 FY2015,DEC FY2015,183,01-12-2015,2,12,2015
SRSBU,ISR1121,ISR4431/K9,Q2 FY2015,DEC FY2015,503,01-12-2015,2,12,2015
SRSBU,ISR1121,ISR4451-X/K9,Q2 FY2015,DEC FY2015,757,01-12-2015,2,12,2015
SRSBU,A9K1000,A9K1000-ESP100,Q2 FY2015,DEC FY2015,114,01-12-2015,2,12,2015
SRSBU,A9K1000,A9K1001-X,Q2 FY2015,DEC FY2015,1036,01-12-2015,2,12,2015
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2015,DEC FY2015,1196,01-12-2015,2,12,2015
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2015,DEC FY2015,17286,01-12-2015,2,12,2015
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2015,DEC FY2015,34834,01-12-2015,2,12,2015
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2015,DEC FY2015,149,01-12-2015,2,12,2015
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2015,DEC FY2015,85689,01-12-2015,2,12,2015
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2015,DEC FY2015,63023,01-12-2015,2,12,2015
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2015,DEC FY2015,7584,01-12-2015,2,12,2015
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2015,DEC FY2015,38124,01-12-2015,2,12,2015
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2015,DEC FY2015,20923,01-12-2015,2,12,2015
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2015,DEC FY2015,5972,01-12-2015,2,12,2015
CSWBU,CBR8,CBR-D121-DS-MOD,Q2 FY2016,JAN FY2016,2576,01-01-2016,2,1,2016
CRBU,NCS5500,NCS-5508,Q2 FY2016,JAN FY2016,1,01-01-2016,2,1,2016
CVEBU,CTSQS,CTS-CAM-P60+,Q2 FY2016,JAN FY2016,1962,01-01-2016,2,1,2016
ERBU,A9K9KFM,A9K-RSP880-SE,Q2 FY2016,JAN FY2016,156,01-01-2016,2,1,2016
ERBU,A9K9KFM,A9K-RSP880-TR,Q2 FY2016,JAN FY2016,92,01-01-2016,2,1,2016
ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2016,JAN FY2016,190,01-01-2016,2,1,2016
QKBU,N9500,N9K-C9508,Q2 FY2016,JAN FY2016,183,01-01-2016,2,1,2016
IOTBU,IE4000,IE-4000-8T4G-E,Q2 FY2016,JAN FY2016,60,01-01-2016,2,1,2016
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q2 FY2016,JAN FY2016,34,01-01-2016,2,1,2016
OTBU,15454W,NCS2015-SA-DC,Q2 FY2016,JAN FY2016,9,01-01-2016,2,1,2016
OTBU,ONS,ONS-CFP2-WDM=,Q2 FY2016,JAN FY2016,57,01-01-2016,2,1,2016
BATBU,A9K920,A9K-920-4SZ-D,Q2 FY2016,JAN FY2016,6,01-01-2016,2,1,2016
BATBU,A9K920,A9K-920-12CZ-A,Q2 FY2016,JAN FY2016,368,01-01-2016,2,1,2016
BATBU,A9K920,A9K-920-12SZ-IM,Q2 FY2016,JAN FY2016,22,01-01-2016,2,1,2016
SRSBU,4300ISR,ISR4321/K9,Q2 FY2016,JAN FY2016,4440,01-01-2016,2,1,2016
SRSBU,4300ISR,ISR4331/K9,Q2 FY2016,JAN FY2016,5946,01-01-2016,2,1,2016
SRSBU,4300ISR,ISR4351/K9,Q2 FY2016,JAN FY2016,825,01-01-2016,2,1,2016
SRSBU,ISR1121,ISR4431/K9,Q2 FY2016,JAN FY2016,2025,01-01-2016,2,1,2016
SRSBU,ISR1121,ISR4451-X/K9,Q2 FY2016,JAN FY2016,1206,01-01-2016,2,1,2016
SRSBU,A9K1000,A9K1000-ESP100,Q2 FY2016,JAN FY2016,99,01-01-2016,2,1,2016
SRSBU,A9K1000,A9K1001-X,Q2 FY2016,JAN FY2016,1573,01-01-2016,2,1,2016
TOASTBU,CPAK100,CPAK-100G-LR4,Q2 FY2016,JAN FY2016,3449,01-01-2016,2,1,2016
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q2 FY2016,JAN FY2016,37422,01-01-2016,2,1,2016
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q2 FY2016,JAN FY2016,19,01-01-2016,2,1,2016
TOASTBU,SFP10G,SFP-10G-LR,Q2 FY2016,JAN FY2016,43318,01-01-2016,2,1,2016
TOASTBU,SFP10G,SFP-10G-LR-S,Q2 FY2016,JAN FY2016,10647,01-01-2016,2,1,2016
TOASTBU,SFPGE,GLC-TE,Q2 FY2016,JAN FY2016,660,01-01-2016,2,1,2016
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q2 FY2016,JAN FY2016,2079,01-01-2016,2,1,2016
UCEBU,PHONVID,CP-8845-K9,Q2 FY2016,JAN FY2016,15710,01-01-2016,2,1,2016
UCEBU,PHONVID,CP-8865-K9,Q2 FY2016,JAN FY2016,2855,01-01-2016,2,1,2016
UCEBU,PHONVOC,CP-7821-K9,Q2 FY2016,JAN FY2016,111267,01-01-2016,2,1,2016
UCEBU,PHONVOC,CP-7841-K9,Q2 FY2016,JAN FY2016,80802,01-01-2016,2,1,2016
UCEBU,PHONVOC,CP-8811-K9,Q2 FY2016,JAN FY2016,27945,01-01-2016,2,1,2016
UCEBU,PHONVOC,CP-8841-K9,Q2 FY2016,JAN FY2016,64555,01-01-2016,2,1,2016
UCEBU,PHONVOC,CP-8851-K9,Q2 FY2016,JAN FY2016,29992,01-01-2016,2,1,2016
UCEBU,PHONVOC,CP-8861-K9,Q2 FY2016,JAN FY2016,5440,01-01-2016,2,1,2016
CSWBU,CBR8,CBR-D121-DS-MOD,Q3 FY2016,FEB FY2016,3562,01-02-2016,3,2,2016
CSWBU,CBR8,CBR-D31-US-MOD,Q3 FY2016,FEB FY2016,473,01-02-2016,3,2,2016
CRBU,NCS5500,NCS-5508,Q3 FY2016,FEB FY2016,1,01-02-2016,3,2,2016
CVEBU,CTSQS,CTS-CAM-P60+,Q3 FY2016,FEB FY2016,1576,01-02-2016,3,2,2016
ERBU,A9K9KFM,A9K-RSP880-SE,Q3 FY2016,FEB FY2016,35,01-02-2016,3,2,2016
ERBU,A9K9KFM,A9K-RSP880-TR,Q3 FY2016,FEB FY2016,69,01-02-2016,3,2,2016
ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2016,FEB FY2016,152,01-02-2016,3,2,2016
QKBU,N9500,N9K-C9508,Q3 FY2016,FEB FY2016,120,01-02-2016,3,2,2016
IOTBU,IE4000,IE-4000-8T4G-E,Q3 FY2016,FEB FY2016,27,01-02-2016,3,2,2016
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q3 FY2016,FEB FY2016,8,01-02-2016,3,2,2016
OTBU,15454W,NCS2015-SA-DC,Q3 FY2016,FEB FY2016,8,01-02-2016,3,2,2016
OTBU,ONS,ONS-CFP2-WDM=,Q3 FY2016,FEB FY2016,8,01-02-2016,3,2,2016
